uuid,company_name,founded,short_bio,min_employees,max_employees,email ,phone_number,previous_name,website,country,region,zip_code,street_address1,street_address2,website2,facebook,twitter,linkedin,,,,,,FALSE,,,,0,0,Consulting,,,,,,,,,,,,,,,,
19dfd83350d878abeabe89a41cd3f166,Wasabi Publicity,1/1/02,Wasabi Publicity is out to change the world.,11,50,info@wasabipublicity.com,(404) 865-1405,,http://www.wasabipublicity.com,United States,North Carolina,28773,790 Thompson Rd,,http://www.wasabipublicity.com,http://www.facebook.com/WasabiPublicity,https://www.twitter.com/drewgerberpr,http://www.linkedin.com/company/wasabi-publicity-inc-,,,,,,FALSE,,,,0,0,Public Relations,,,,,,,,,,,,,,,,
dc44e2c9bdc3d14f46b3cdcf2292c519,"Klok Family Law, LLC",,Klok Family Law is a multi-practice law firm that is dedicated to vigorously protecting the rights of its clients in many family matters.,,,,(843-216-8860,,http://www.klokfamilylaw.com/,United States,South Carolina,,1002 Anna Knapp Blvd,Ste. 103,http://www.klokfamilylaw.com/,https://www.facebook.com/klok-law-firm-llc-114511561375,https://www.twitter.com/kloklawfirm,,,,,,,FALSE,,,,0,0,Consulting,,,,,,,,,,,,,,,,
65a5871374ceb724d0d81349fa2784c3,Relias Learning,1/1/02,"Relias Learning offers online training to senior care, health and human services.",501,1000,solutions@reliaslearning.com,(877) 200-0020,,http://reliaslearning.com,United States,North Carolina,27518,111 Corning Road,Suite 205,http://reliaslearning.com,http://www.facebook.com/relias.learning,http://twitter.com/reliaslearning,http://www.linkedin.com/company/2738049,,,,,,FALSE,,,,0,0,Education,Training,,,,,,,,,,,,,,,
de7e8f25cd607c65ca17bd39f63a62d7,Metalogix,1/1/02,"Providing custom solutions, strategic consulting and infrastructure services for business and mission critical environments since 2002.",11,50,sales@meta-logix.net,(704) 543-1616,,http://www.metalogixinc.com/,United States,South Carolina,29707,1061 521 Corporate Center Dr,Suite 155,http://www.metalogixinc.com/,http://www.facebook.com/MetaLogixInc,http://twitter.com/metalogixinc,http://www.linkedin.com/company/118941,,,,,,FALSE,,,,0,0,Consulting,Information Technology,,,,,,,,,,,,,,,
10ed7812f03e9ccf5b95fb5cc2ce1ea8,Questis,1/1/14,Questis is a financial wellness delivery platform for the enterprise.,11,50,info@myquestis.com,(855)843-5233,,https://www.myquestis.com,United States,South Carolina,29403,95 Cannon St,,https://www.myquestis.com,https://www.facebook.com/myquestis,https://twitter.com/myquestis,http://www.linkedin.com/company/questisinc,,,,,,FALSE,,,,6354651,0,FinTech,Personal Finance,Financial Services,,,,,,,,,,,,,,
98ca1c47ab96272355dbc1337f68b52b,Addiction Solutions,,Addiction Solutions is a treatment and rehabilitation referral service for people wanting to recover from drugs or alcohol.,,,info@myaddictionsolutions.com,(919) 205-2950,[u'4441-106 Six Forks Rd. Ste 272'],http://northcarolina.myaddictionsolutions.com,United States,North Carolina,27609,4441 Six Forks Road,,http://northcarolina.myaddictionsolutions.com,,,,,,,,,FALSE,,,,0,0,Health Care,,,,,,,,,,,,,,,,
d8cea139dbd219fe1400db9f6ec2a308,The Solomon Law Group,,"Attorney at The Solomon Law Group in Columbia, SC. Practice areas include wrongful death and personal injury cases.",1,10,carl@solomonlawsc.com,(803) 391-3120,,http://solomonlawsc.com/,United States,South Carolina,29203,The Solomon Law Group,3501 North Main Street,http://solomonlawsc.com/,http://www.facebook.com/pages/Solomon-Law-Group/178895288789213,http://twitter.com/solomonlawsc,,,,,,,FALSE,,,,0,0,Legal,,,,,,,,,,,,,,,,
248974963e77c1676d52b29a89fa523f,Innovate Raleigh,1/1/08,"Innovate Raleigh is a non-profit, community.",11,50,hello@innovateraleigh.com,(919) 300-6917,,http://www.innovateraleigh.com/,United States,North Carolina,,,,http://www.innovateraleigh.com/,https://www.facebook.com/innovateraleigh,http://twitter.com/InnovateRaleigh,,,,,,,FALSE,,,,0,0,Non Profit,,,,,,,,,,,,,,,,
10c6a2392d848b8df822c519634c1e91,UNION,1/1/02,"A digital marketing agency that unifies brands with consumers, strategy with technology and goals with results.",11,50,info@union.co,(704) 335-5424,"[u'Studiobanks', u'UNION.co']",http://union.co,United States,North Carolina,28203,421 Penman St.,Suite 310,http://union.co,http://www.facebook.com/UnionDotCo,http://twitter.com/uniondotco,http://www.linkedin.com/company/269297,,,,,,FALSE,,,,0,0,Web Development,Ad Targeting,Advertising,Brand Marketing,Web Design,Email Marketing,,,,,,,,,,,
65e8ac2b896e9060954bb0d21b3d3ce0,NicolelisLab,,Nicolelis lab develops devices to translate the brain activity to control the movement of robotic devices.,,,,(919) 668-6031,,http://www.nicolelislab.net/,United States,North Carolina,27710,Box 3209 Dept,,http://www.nicolelislab.net/,,,,,,,,,FALSE,,,,0,0,Life Science,Bioinformatics,Artificial Intelligence,Robotics,Machine Learning,Neuroscience,,,,,,,,,,,
5bf0c58f3134a3e8d9d4c55c6e5f6eb5,Charleston Regional Development Alliance,1/1/92,"The Charleston Regional Development Alliance is a professional economic development organization representing Berkeley, Charleston.",11,50,alliance@crda.org,(843) 767-9300,,http://www.crda.org/,United States,South Carolina,29405,4401 Belle Oaks Drive Suite 420 North,,http://www.crda.org/,http://www.facebook.com/pages/Charleston-Regional-Development-Alliance/189761201461,http://twitter.com/chsinspired,http://www.linkedin.com/company/charleston-regional-development-alliance,,,,,,FALSE,,,,0,0,Association,Non Profit,,,,,,,,,,,,,,,
c776e1acb81afd42ea95119a51fd46ef,EngenuitySC,1/1/03,EngenuitySC is a public-private partnership focused on enhancing economic competitiveness and prosperity in South Carolina.,1,10,,+1 (803) 354-5720,,http://www.engenuitysc.com/,United States,South Carolina,,,,http://www.engenuitysc.com/,http://www.facebook.com/EngenuitySC,http://twitter.com/EngenuitySC,http://www.linkedin.com/company/engenuitysc,,,,,,FALSE,,,,0,0,Government,Communities,Education,,,,,,,,,,,,,,
2b0bc8450d022dab97138291b123e1a2,"Xeno Media, Inc.",5/1/96,"Xeno Media, Inc. is a full-service web consultancy providing web consulting, design, and development services for its clients.",11,50,julian@xenomedia.com,19999999999,,http://www.xenomedia.com/,United States,North Carolina,60181,18W100 22nd Street,Suite 128,http://www.xenomedia.com/,http://www.facebook.com/pages/Xeno-Media/275247338926,http://twitter.com/xenophiles,http://www.linkedin.com/company/xeno-media,,,,,,FALSE,,,,0,0,Social Media Management,Web Development,SEO,Web Design,,,,,,,,,,,,,
0d424debf9ea02115a8b7779d600510e,Technology Partnership of Nagoya University,1/1/07,NU Tech seeks collaborative partnerships and potential licensees to further develop and commercialize technologies.,1,10,,919-535-8726,,http://www.nutechtransfer.org/,United States,North Carolina,27560,One Copley Pkwy Suite 305,,http://www.nutechtransfer.org/,http://twitter.com/tech_nu,,,,,,,,FALSE,,,,0,0,Education,Information Technology,,,,,,,,,,,,,,,
dd24e318315fc7c0b3b9b18254e72eff,The Post and Courier,1/1/91,The Post and Courier is a daily newspaper presented in both online and print media platforms.,501,1000,webteam@postandcourier.com,(843) 937-5750,,http://www.postandcourier.com/,United States,South Carolina,29403,134 Columbus Street,,http://www.postandcourier.com/,http://www.facebook.com/ThePostandCourier,http://twitter.com/postandcourier,http://www.linkedin.com/company/27283,,,,,,FALSE,,,,0,0,News,,,,,,,,,,,,,,,,
4574fbea472ddb4332380590cd086e8d,TorqueNews,,"TorqueNews provides the latest auto news and reviews from the auto industry, covering sedans, SUVs, electric cars, muscle cars, and more.",1,10,info@torquenews.com,(828) 291-5884,,http://www.torquenews.com/,United States,North Carolina,28601,4128 Second St,NW Hickory,http://www.torquenews.com/,http://www.facebook.com/torquenews,http://twitter.com/torquenewsauto,,,,,,,FALSE,,,,0,0,News,Automotive,,,,,,,,,,,,,,,
40d76969ef4e9787714267aa1bb0491d,Destiny,1/1/13,Destiny is a first-person shooter video game developed by Bungie and published by Activision.,1,10,,,,http://www.destinythegame.com/,United States,North Carolina,27715,PO Box 61391,,http://www.destinythegame.com/,http://www.facebook.com/DestinyTheGame,http://twitter.com/destinythegame,,,,,,,FALSE,,,,0,0,Video,,,,,,,,,,,,,,,,
336d9e85b5e8e5edda6254cd8541e54a,TrustAtlantic Bank,1/1/07,"TrustAtlantic lets you manage your banking effortlessly, securely and efficiently.",101,250,info@trustatlantic.com,(866) 448-8232,,http://trustatlantic.com,United States,North Carolina,27612,4801 Glenwood Avenue,Suite 500,http://trustatlantic.com,http://www.facebook.com/TrustAtlanticBank,http://www.linkedin.com/company/1010779,,,,,,,FALSE,,,,0,0,Banking,Insurance,Financial Services,Risk Management,,,,,,,,,,,,,
4c809d5aabc16022def352a35a11c778,McLeod Law Group,,"The McLeod Law Group is a injury lawyer in Charleston, South Carolina.",1,10,info@mcleod-lawgroup.com,18433450418,,http://www.mcleod-lawgroup.com,United States,South Carolina,29401,134 Meeting Street|Suite 160,,http://www.mcleod-lawgroup.com,https://www.facebook.com/265836403536572,https://www.twitter.com/mcleodlawgroup,,,,,,,FALSE,,,,0,0,Consulting,,,,,,,,,,,,,,,,
0aa72a50897ecba26c9be1036e21980e,Endorsevent,8/1/14,"Endorsevent is a reliable platform that helps event organizers and brands post, explore and secure experiential marketing opportunities.",1,10,yourfriends@endorsevent.com,,,http://www.endorsevent.com,United States,North Carolina,27330,500 Westover Drive #9485,,http://www.endorsevent.com,https://www.facebook.com/endorsevent,https://twitter.com/endorsevent,https://www.linkedin.com/company/9355860?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1432185086350%2Ctas%3A%20Endorsevent,,,,,,TRUE,,,,0,0,Sponsorship,Advertising,Brand Marketing,Events,,,,,,,,,,,,,
ba7efed1af433919e85c4c48b669e0c1,AccuMED Technologies,1/1/94,"AccuMED Technologies, LLC designs, develops, and manufactures medical devices for medical products companies",51,100,aclifton@accumedcorp.com,(716) 853-1800,,http://www.accumedtech.com,United States,North Carolina,,155 Boyce Drive,,http://www.accumedtech.com,http://www.linkedin.com/company/accumed-innovative-technologies,,,,,,,,FALSE,,,,0,0,Medical,,,,,,,,,,,,,,,,
f9841bceb1ca643c06afde487cfc6781,Center for Robot-Assisted Search and Rescue,,CRASAR is a crisis response and research organization that is aimed at development in robotics and unmanned systems.,1,10,murphy@cs.tamu.edu,979.845.8737,,http://crasar.org/,United States,South Carolina,,,,http://crasar.org/,https://www.facebook.com/1638715523040297,http://twitter.com/CRASAR,,,,,,,FALSE,,,,0,0,Non Profit,,,,,,,,,,,,,,,,
3244d5a32b2f36769270875f5530d240,BioPontis Alliance,1/1/14,BioPontis Alliance is a non-profit organization dedicated to the development of new therapeutic agents to treat rare diseases.,1,10,eurordis@eurordis.org,9193455386,,http://biopontisalliance.org,United States,North Carolina,,,,http://biopontisalliance.org,https://www.facebook.com/1454277388199355,http://twitter.com/BioPontis,http://www.linkedin.com/company/biopontisalliance-for-rare-disease,,,,,,FALSE,,,,0,0,Health Care,Biotechnology,,,,,,,,,,,,,,,
a2f33e0bb4fe0bca8bde27e4bae34974,Mojo Coworking,1/1/11,"Your mojo is your life force. Itâ€™s what fuels the highest enjoyment of your family, your work, your community.",1,10,ian@mojocoworking.com,18283981840,,http://mojocoworking.com/,United States,North Carolina,,,,http://mojocoworking.com/,http://twitter.com/MojoCoworking,http://www.linkedin.com/company/mojo-coworking,,,,,,,FALSE,,,,0,0,Coworking,,,,,,,,,,,,,,,,
e3ea2ab399b6d9f796cc09149ac95f5b,Mosh Energy LLC,12/19/11,"The home for stories from the MOSH PIT, and other aspects that accompany the brotherhood of moshers.",1,10,douglasberry@moshenergydrink.com,800-380-3932,,http://www.moshenergydrink.com/,United States,North Carolina,,,,http://www.moshenergydrink.com/,https://www.facebook.com/294616987405113,http://twitter.com/evolutionrest,https://www.linkedin.com/in/douglas-berry-470a5677/,,,,,,FALSE,,,,0,0,Fashion,Music,Digital Media,,,,,,,,,,,,,,
0243f640a92fdd3ba56229ea64727912,UNC School of Law,1789-01-01,UNC School of Law is a public law school.,,,,,,http://www.law.unc.edu/,United States,North Carolina,27599,103 South Bldg Cb 9100,,http://www.law.unc.edu/,http://www.facebook.com/UNCSchoolofLaw,http://twitter.com/unc_law,,,,,,,FALSE,,,,0,0,,,,,,,,,,,,,,,,,
9169db2de48717fcb265238a6c6e7207,Atlantic Coast Insurance Agency,,"Insurance, Auto Insurance, Property Insurance, Business Insurance",,,,+1 910-769-3096,,http://atlanticcoastins.com/,United States,North Carolina,28403,"4002 1/2, Suite 3A",,http://atlanticcoastins.com/,,,,,,,,,FALSE,,,,0,0,FinTech,Insurance,Financial Services,,,,,,,,,,,,,,
bded585c4c9f10d34c5e6b200bed44a2,Auxesis Outreach,1/1/11,Non-profit Online Resource & Platform,1,10,Info@auxesisoutreach.org,(919) 554-1918,,http://www.auxesisoutreach.org/,United States,North Carolina,,P.O. Box 154,27588-0154,http://www.auxesisoutreach.org/,http://www.facebook.com/AuxesisOutreach,http://twitter.com/AuxesisOutreach,http://www.linkedin.com/company/5156161,,,,,,FALSE,,,,0,0,FinTech,Social Media Management,Education,Non Profit,,,,,,,,,,,,,
7c2f04aa428a83685b6580d38442a9ae,SOCO,,SOCO is a new place for creative professionals to come together to work in a collaborative way.,1,10,info@soco-work.com,,,http://soco-work.com/,United States,South Carolina,29201,823 Gervais St,,http://soco-work.com/,http://www.facebook.com/socowork,http://twitter.com/socowork,,,,,,,FALSE,,,,0,0,Creative Agency,Communities,Coworking,,,,,,,,,,,,,,
090af152a580482776e2f4e954bd3ff5,UNC Gillings School of Global Public Health,1/1/40,"The UNC Gillings School of Global Public Health is dedicated to improving public health, promoting individual well-being across NC",,,,,,http://sph.unc.edu/,United States,North Carolina,NC 27599,135 Dauer Drive,Campus Box #7400,http://sph.unc.edu/,http://www.facebook.com/UNCpublichealth,http://twitter.com/uncpublichealth,http://www.linkedin.com/groups/UNC-Gillings-School-Global-Public-828397,,,,,,FALSE,,,,0,0,Education,Universities,Health Care,,,,,,,,,,,,,,
16fb54d74eb45cbe6e633c67d78b0cc2,Duke Innovation and Entrepreneurship,,The Duke Innovation and Entrepreneurship Initiative brings to life and deepens Dukeâ€™s enduring theme of knowledge in the service of society.,5001,10000,entrepreneurship@duke.edu,919-681-9165,,https://entrepreneurship.duke.edu,United States,North Carolina,27708,"140 Science Drive, Suite 102",,https://entrepreneurship.duke.edu,http://www.facebook.com/EshipAtDuke,http://twitter.com/EshipAtDuke,,,,,,,FALSE,,,,0,0,Communities,Education,,,,,,,,,,,,,,,
3545212319430fff3afc35b45ba297db,Duke Global Entrepreneurship Network,4/11/08,"DukeGEN is a providing the energy and coordination to encourage Duke entrepreneurs, around the globe, to connect.",11,50,changes@dukegen.com,,,http://www.dukegen.com/,United States,North Carolina,,,,http://www.dukegen.com/,http://www.facebook.com/DukeGEN,http://twitter.com/DukeGEN,https://www.linkedin.com/company/icontact,,,,,,FALSE,,,,0,0,Association,Social Entrepreneurship,Energy,Incubators,,,,,,,,,,,,,
21a01dbd34caf1474753a434c5f295fc,It's Bspoke,1/1/10,Bringing the cloud to small to mid-sized businesses in the Carolinas.,1,10,,7048070915,,http://www.itsbspoke.com/,United States,North Carolina,,,,http://www.itsbspoke.com/,http://twitter.com/itsbspoke,,,,,,,,FALSE,,,,0,0,Information Technology,,,,,,,,,,,,,,,,
94649d9698fdf42f92efbd0c50046956,Adams Matkasse,1/1/13,Online recipe boxes,11,50,post@adamsmatkasse.no,,,https://www.adamsmatkasse.no/,United States,South Carolina,5035,"Sandviksveien 163A Bergen,",,https://www.adamsmatkasse.no/,https://www.facebook.com/adamsmatkasse,,,,,,,,FALSE,,,,0,0,Hospitality,E-Commerce,,,,,,,,,,,,,,,
6fe39fa837d07c1279f37c7cd75cdb48,Moodprint,,"Moodprint is an application designed to make mood tracking painless, flexible, and useful.",,,feedback@moodprint.com,,,https://beta.moodprint.com/,United States,North Carolina,27713,6806 Winding Arch Drive,,https://beta.moodprint.com/,http://twitter.com/moodprintapp,,,,,,,,FALSE,,,,0,0,Apps,,,,,,,,,,,,,,,,
494bcefc1f5b86570f4f41380d2b961d,SpaceCraft Studios,,SpaceCraft Studios is a unique blend of a workroom studio and retail shop.,1,10,hello@spacecraftstudios.com,(843) 284-6253,,http://www.spacecraftstudios.com/,United States,South Carolina,29407,8 Avondale Avenue,,http://www.spacecraftstudios.com/,http://www.facebook.com/spacecraftstudios,http://twitter.com/spacecraftsc,,,,,,,TRUE,,,,0,0,Fashion,E-Commerce,,,,,,,,,,,,,,,
46b8ffda6e57069ed4a79f3bc7b702c9,Hackerspace Charlotte,1/1/10,"Hackerspace Charlotte is a non-profit organization where people with common interests, usually in computers, technology.",11,50,hackerspacecharlotte@gmail.com,+1 (704) 464-7258,,http://hackerspacecharlotte.org/,United States,North Carolina,28234,P.O. BOX 34451,,http://hackerspacecharlotte.org/,http://www.facebook.com/HSCLT,http://twitter.com/HackCharlotte,,,,,,,FALSE,,,,0,0,Non Profit,,,,,,,,,,,,,,,,
86469e8c19fc361a89a54ebda2aae2d5,FHI 360,1/1/71,"FHI 360 is a human development organization that works to build the capacity of individuals, communities, and countries.",1001,5000,CareerCenterSupport@fhi360.org,(919) 544-7040,,http://www.fhi360.org,United States,North Carolina,27701,359 Blackwell Street,Suite 200,http://www.fhi360.org,http://www.facebook.com/FHI360,http://twitter.com/fhi360,http://www.linkedin.com/company/fhi-360,,,,,,FALSE,,,,0,0,Education,Non Profit,Health Care,,,,,,,,,,,,,,
f4263d21f4bc5c2275cfd80de851c348,WRAL TechWire,1/1/02,WRAL TechWire is a technology-specific news publication that provides news and information about high technologies and the life sciences.,501,1000,marketing@wral.com,(919) 821-8555,,http://wraltechwire.com/,United States,North Carolina,27606,2619 Western Blvd,,http://wraltechwire.com/,http://www.facebook.com/WRALTechWire,http://twitter.com/WRALTechWire,http://www.linkedin.com/company/5123397,,,,,,FALSE,,,,0,0,News,Broadcasting,Biotechnology,Information Technology,,,,,,,,,,,,,
92eef211e6b943e0c7685e60e5bcf8b2,ExitEvent,1/1/12,"ExitEvent provides news, information and tools emerging companies.",11,50,info@exitevent.com,,,http://www.exitevent.com/,United States,North Carolina,27701,201 W Main St.,Suite 004,http://www.exitevent.com/,http://www.facebook.com/ExitEventMedia,http://twitter.com/exitevent,http://www.linkedin.com/company/exitevent,,,,,,FALSE,,,,0,0,News,,,,,,,,,,,,,,,,
be1aa9c7f6623eab2ce4c420f545c725,Red Oak Makerspace,,The New Era of Imagination and Creation South of DFW,1,10,justask@romakers.org,940-463-5846,,http://www.redoakmakerspace.org/,United States,South Carolina,,,,http://www.redoakmakerspace.org/,https://www.facebook.com/romakers,http://twitter.com/RedOakMakers,,,,,,,FALSE,,,,0,0,Communities,Education,,,,,,,,,,,,,,,
ed9fba13c90d6c9bad4d9f7c55e44bf5,DPSI,1/1/86,DPSI offers computerized maintenance management software to help companies streamline data and automate maintenance management tasks.,11,50,sales@dpsi.com,336-854-7700,,https://www.dpsi.com/,United States,North Carolina,27407,,,https://www.dpsi.com/,https://www.facebook.com/dpsiCMMS/,https://twitter.com/dpsiCMMS,https://www.linkedin.com/company/dpsicmms/,,,,,,FALSE,,,,0,0,Cloud Computing,Software,Enterprise Software,,,,,,,,,,,,,,
3dfb7294be5e6a6187b3e414943ec962,CRTEC,,CRTEC is an organization dedicated to the continuous education for its members and the economic development of technology companies.,11,50,membership@crtec.us,,,http://crtec.us/,United States,North Carolina,,,,http://crtec.us/,https://www.facebook.com/memberplanet,http://twitter.com/CRTECUS,,,,,,,FALSE,,,,0,0,EdTech,Education,,,,,,,,,,,,,,,
8eddb331690fb23b2529bcf599347c48,NEXT High School,7/1/15,"NEXT High School aims to be the most innovative school in the Southeast with project-based learning, open space, and flexible schedules.",101,250,info@nexthighschool.org,(864) 735-7260,,http://www.nexthighschool.org,United States,South Carolina,29601,24 Cleveland Street,,http://www.nexthighschool.org,https://www.facebook.com/nexthighschool,https://www.twitter.com/nexthighschool,,,,,,,FALSE,,,,0,0,,,,,,,,,,,,,,,,,
7a1ac27011e185ecf39b1f15e6c6b9c9,"SRP Realty & Management, Inc",,"Professionally trained and license staff can assist you with anything from buying, selling, relocating and property management.",1,10,info@srpmanagement.net,(704) 868-4065,"[u'Solid Rock Properties', u'SRP Realty', u'SRP Management']",http://srpmanagement.net/,United States,North Carolina,28054,438 E. Garrison Blvd,Suite A,http://srpmanagement.net/,http://www.facebook.com/SRPRealtyManagement,http://twitter.com/SRPManagement,http://www.linkedin.com/company/4788379,,,,,,FALSE,,,,0,0,Property Management,Commercial Real Estate,Real Estate,,,,,,,,,,,,,,
8caf3cd1373335e793ad332f689da5df,IndexMundi,1/1/03,IndexMundi is a comprehensive data portal with country-level facts and statistics presented through easy-to-use maps and charts.,1,10,webmaster@indexmundi.com,,,http://www.indexmundi.com/,United States,North Carolina,,,,http://www.indexmundi.com/,http://www.facebook.com/indexmundi,http://twitter.com/indexmundi,http://www.linkedin.com/company/indexmundi,,,,,,FALSE,,,,0,0,Information Technology,,,,,,,,,,,,,,,,
9f8ddd9ec231815648e59a0122d4e1a9,AppVested,5/21/14,"AppVested.com is the premier ""niche"" equity-based crowdfunding platform that connects serious accredited investors.",1,10,info@appvested.com,(844) 277-8378,,https://www.appvested.com,United States,North Carolina,28247,PO Box 473130,,https://www.appvested.com,http://www.facebook.com/appvested,http://twitter.com/appvested,http://www.linkedin.com/company/5181142,,,,,,FALSE,,,,165000,0,Finance,Venture Capital,Crowdfunding,Mobile,,,,,,,,,,,,,
387040ac1af8efb23540c8a219702278,DroidDog,9/1/09,PhoneDog provides articles and information related to the Android operating system and smart devices.,1,10,,,,http://www.droiddog.com/,United States,South Carolina,29464,1156 Bowman Road,,http://www.droiddog.com/,http://www.facebook.com/DroidDog,http://twitter.com/droiddog,http://www.linkedin.com/company/droiddog.com,,,,,,FALSE,,,,0,0,iOS,News,,,,,,,,,,,,,,,
88b3b72ce3889352fcbbc4381577d636,PrecisionLender,1/1/09,The steady rise in asset values leading up to 2007 made it particularly difficult for banks to price appropriately for risk,51,100,info@precisionlender.com,(980) 297-7100,,http://precisionlender.com,United States,North Carolina,28209,5605 Carnegie Blvd,Suite 250,http://precisionlender.com,http://www.facebook.com/precisionlender,http://twitter.com/precisionlender,,,,,,,FALSE,,,,0,0,FinTech,Banking,Financial Services,Organization,Organization,,,,,,,,,,,,
74e60e8592c870483fdf71dc9c25803f,Proceedings of the Natural Institute of Science - PNIS,,"Proceedings of the Natural Institute of Science (PNIS) is a part-serious, part-satirical journal that publishes science-related articles.",,,admin@pnis.co,,,http://pnis.co/,United States,North Carolina,,,,http://pnis.co/,http://www.facebook.com/procnatinstsci,http://twitter.com/pnis_co,,,,,,,FALSE,,,,0,0,Internet,,,,,,,,,,,,,,,,
95b143667e29315ec7d6a9187bb53b01,Sage Automotive Interiors,1/1/09,Sage Automotive Interiors develops and manufactures innovative automotive bodycloth and headliners.,1001,5000,,(864) 987-7778,,http://www.sageautomotiveinteriors.com/,United States,South Carolina,29607,3 Research Drive,Suite 300,http://www.sageautomotiveinteriors.com/,http://www.facebook.com/SageAutomotiveInteriors,http://www.linkedin.com/company/sage-automotive-interiors,,,,,,,FALSE,,,,0,0,Interior Design,Automotive,Manufacturing,,,,,,,,,,,,,,
3520457f4240376969e01420b1ccb9e8,Rock Hill Herald Online,,Rock Hill Herald Online is a news provider that features news and insights related to several categories.,51,100,lsmith@charlotteobserver.com,(803) 329-4000,,http://www.heraldonline.com,United States,South Carolina,29730,132 W. Main Street,,http://www.heraldonline.com,http://www.facebook.com/therockhillherald,http://twitter.com/RHHerald,,,,,,,FALSE,,,,0,0,News,Publishing,Sports,,,,,,,,,,,,,,
00b0687cc97c4dfd81b1134a5daf10bf,Evolution Partners,1/1/14,Evolution Partners Is get inside your venture and infuse the right mix of talent.,11,50,,,,http://www.evolutionpartners.co/,United States,South Carolina,29201,823 Gervais Street Suite 220,,http://www.evolutionpartners.co/,https://www.twitter.com/evopartners,,,,,,,,TRUE,,,,0,0,Human Resources,Small and Medium Businesses,B2B,,,,,,,,,,,,,,
c7091ff85542e3f25fe9e6b1aa5aeaa5,USC Columbia Technology Incubator,1/1/99,"USC/Columbia Technology Incubator is a nonprofit corporation sponsored by the University of South Carolina, City of Columbia.",1,10,info@usccolainc.org,(803) 545-4423,,http://www.usccolainc.org/,United States,South Carolina,29201,1225 LAUREL ST,,http://www.usccolainc.org/,https://www.facebook.com/usccolainc,http://twitter.com/USCColaInc,https://www.linkedin.com/company/usc-columbia-technology-incubator,,,,,,FALSE,,,,0,0,Communities,Banking,Insurance,,,,,,,,,,,,,,
c1a6384ad2008be605bf687a74a164f0,CETi,1/1/12,"CETi is an Innovista Partners Initiative, powered by the USC/Columbia Technology Incubator.",11,50,,,,http://www.uscstartup.org/,United States,South Carolina,,,,http://www.uscstartup.org/,https://www.facebook.com/uscstartup,https://www.twitter.com/uscstartup,,,,,,,FALSE,,,,0,0,Education,Information Technology,,,,,,,,,,,,,,,
af5bdb68b16bed208a60eccd519557f9,Issuer Direct,1/1/06,Issuer Direct is a disclosure management and corporate communications company focused on one thing â€“ saving you time.,101,250,social@issuerdirect.com,(919)481-4000,,https://www.issuerdirect.com/,United States,North Carolina,27560,500 Perimeter Park Drive,,https://www.issuerdirect.com/,http://www.facebook.com/IssuerDirectCorporation,http://twitter.com/IssuerDirect,http://www.linkedin.com/company/issuer-direct-corporation,,,,,,FALSE,,nysemkt,ISDR,0,0,FinTech,Financial Services,,,,,,,,,,,,,,,
ccfd05016787971a1494fc411a3e1f8f,Research Triangle Cleantech Cluster,,"Research Triangle Cleantech Cluster, a public-private partnership, improving the growth of the Research Triangle Regionâ€™s cleantech economy.",1,10,eowens@researchtriangle.org,2014-2016,,http://www.researchtrianglecleantech.org/,United States,North Carolina,27513,8000 Weston Parkway,Suite 340,http://www.researchtrianglecleantech.org/,https://www.facebook.com/378327599014711,http://twitter.com/tricleantech,https://www.linkedin.com/company/research-triangle-cleantech-cluster,,,,,,FALSE,,,,0,0,Government,Consulting,,,,,,,,,,,,,,,
c17a4ae76e044416a205b148b1bbf79c,CentOS,,"CentOS is a stable, predictable, and manageable Linux Distribution platform derived from the sources of Red Hat Enterprise Linux.",10001,1000000,,,,http://centos.org/,United States,North Carolina,,,,http://centos.org/,https://www.twitter.com/centos_announce,http://www.linkedin.com/company/963243,,,,,,,FALSE,,,,0,0,Information Technology,,,,,,,,,,,,,,,,
ce765310b1123ccfe2c8bc367e65f4e4,Cocelerator,,"Ultra early stage accelerator based in Myrtle Beach, SC",1,10,,,,http://cocelerator.com/,United States,South Carolina,,,,http://cocelerator.com/,http://twitter.com/cocelerator,https://www.linkedin.com/company/ovh,,,,,,,FALSE,,,,0,0,Health Care,,,,,,,,,,,,,,,,
ed3903461304a8456d70e415dca37a5c,Detailed Block,1/1/12,Detailed Block was founded by local Charlotte residents and entrepreneurs who desire to change how local media is viewed and consumed.,11,50,Contact@DetailedBlock.com,,,http://detailedblock.com/,United States,North Carolina,,,,http://detailedblock.com/,http://www.facebook.com/DetailedBlock,http://twitter.com/DetailedBlock,http://www.linkedin.com/company/detailed-block,,,,,,FALSE,,,,0,0,Communities,,,,,,,,,,,,,,,,
a09bda78c1b5736b877a6e75c56b00cb,"Vectorvest, Inc.",9/15/78,"VectorVest provides you a better platform for cost effective stock analysis and buy, sell, or hold recommendation on every stock",51,100,support@vectorvest.com,(704) 895-4095,,http://www.vectorvest.com,United States,North Carolina,28031,20472 Chartwell Center Drive,"Cornelius, NC 28031",http://www.vectorvest.com,https://www.facebook.com/183556764412,https://www.twitter.com/vectorvest,https://www.linkedin.com/company/vectorvest-inc,,,,,,FALSE,,,,0,0,Asset Management,Wealth Management,Financial Services,,,,,,,,,,,,,,
